hero,degree_centrality,betweenness_centrality,pagerank,num_connections
BLACK FOX/ROBERT W.,0.012461059190031154,0.00027690072209039785,0.00027009968266516343,80
NIGHTSIDE,0.012461059190031154,2.2629136937836192e-05,0.00011888096958399886,80
BARBARUS,0.012461059190031154,3.04841929798782e-05,0.0001489173614864183,80
PURPLE MAN/ZEBEDIAH,0.012461059190031154,0.00023910572645329572,0.00012362325343883053,80
"RAM, SIR",0.012461059190031154,3.88404475963714e-05,0.00022785266266420434,80
MARVEL GIRL DOPPELGA,0.012461059190031154,4.520139738328963e-07,8.721689398816977e-05,80
"GATOR, LORD",0.012461059190031154,3.88404475963714e-05,0.00022785266266420434,80
LODESTONE/ANDREA,0.012461059190031154,0.00011865088887464556,0.00013500676636134137,80
"STARK, MORGAN",0.012305295950155764,7.882629208158057e-05,0.0001571221409330366,79
MISS LOCKE,0.012305295950155764,2.897109352849985e-05,0.0001403623192852587,79
"HOPKINS, STEVE",0.012305295950155764,3.262529198021654e-05,0.0001651397526006008,79
"TSURAYABA, MATSUO",0.012305295950155764,4.7801122291934776e-05,0.00016162149596347152,79
"BALDWIN, JUSTIN",0.012305295950155764,0.00022478922389911692,0.00014505383135506473,79
BLUE SHIELD/JOSEPH J,0.012305295950155764,0.000337539583995754,0.00010120715134877148,79
QUASAR II,0.012305295950155764,1.9182605861467566e-05,0.00012903894969275827,79
"PALERMO, VICTOR",0.012305295950155764,3.2084663939077734e-05,0.00018616681585451703,79
FER DE LANCE/TERESA,0.012305295950155764,1.8027122153697322e-05,0.00017761871740446482,79
"DIAMOND, BOB",0.012305295950155764,0.00021884722097655779,0.000281164119888305,79
"FIELSTEIN, FIREWORKS",0.012305295950155764,4.6689892566664364e-05,0.00016164900418426238,79
AVIOS,0.012305295950155764,6.967767033328045e-05,8.99215557749025e-05,79
"TAKACHIHO, HIRO",0.012305295950155764,9.600277017668907e-05,0.00011183370380121482,79
SETH II,0.012305295950155764,4.368132554595809e-05,0.00018292682067388386,79
BAYMAX,0.012305295950155764,9.600277017668907e-05,0.00011183370380121482,79
"ST. THOMAS, JULES",0.012305295950155764,8.850647811587127e-05,8.570809922563755e-05,79
"INSHALLAH, KHALID",0.012305295950155764,8.850647811587127e-05,8.570809922563755e-05,79
"LEWIS, DEVON",0.012305295950155764,0.0001434873348405568,0.0002212211563387641,79
PHASTOS [ETERNAL],0.012305295950155764,0.00010232126631785854,0.00015014975922663542,79
HOLOCAUST,0.012305295950155764,3.806327204161571e-05,0.00011722467662586498,79
SPIDERCIDE,0.012305295950155764,0.00010490979047775212,0.00018390463760810372,79
MOONDRAGON DOPPELGAN,0.012305295950155764,6.011001891174677e-07,9.054509483627698e-05,79
POLARIS | MUTANT X-V,0.012305295950155764,1.201109519534885e-05,0.00026703008875728724,79
MURMUR II/ARLETTE TR,0.012149532710280374,0.00012229878716051736,0.00028421312027885785,78
STILETTO,0.012149532710280374,2.950224282738732e-05,0.00013243600238062634,78
GRONK,0.012149532710280374,1.4153760533518746e-05,9.36884252508638e-05,78
IMPULSE,0.012149532710280374,2.4187677594932784e-05,9.366482461866245e-05,78
TIMBERIUS,0.012149532710280374,6.405384238785033e-05,0.00016437578977792453,78
"PALERMO, HARRIET ROS",0.012149532710280374,3.1066837279868664e-05,0.000182022268816252,78
DIAMONDHEAD/DYKER,0.012149532710280374,5.56943597374008e-05,0.00016188650076683783,78
STINGER III/,0.012149532710280374,4.718943689290571e-06,9.283344318500135e-05,78
CATSEYE/SHARON SMITH,0.012149532710280374,3.728297224818856e-05,0.00016650225701537544,78
EFFIGY/LT. VELMAX/JA,0.012149532710280374,0.00025755044037886434,0.0002671222029529169,78
"RODGERS, MARIANNE",0.012149532710280374,9.420924188722742e-05,0.00019642142508583956,78
"JONES, JANIS",0.012149532710280374,0.002360280179316745,0.0002633391026576353,78
STROBE/,0.012149532710280374,2.0061156912955922e-05,0.0001170922748332464,78
"LANG, DR. STEVEN",0.012149532710280374,3.130960475263709e-05,0.00015350493001458406,78
PIPER,0.011993769470404985,2.073162829443421e-05,8.474840256472753e-05,77
BONEBREAKER/,0.011993769470404985,1.2291895949546153e-05,0.00017277173255989334,77
GREEN GOBLIN IV/PHIL,0.011993769470404985,8.23890633425277e-05,0.0001612122477201785,77
"BLAKE, BECKY",0.011993769470404985,6.764198386843907e-05,0.00023399576331967288,77
"GLENN, HEATHER",0.011993769470404985,0.00015393979367367842,0.00026399562494903853,77
LEAP-FROG/VINCENT PA,0.011993769470404985,0.00012277095804086476,0.00012358581546313374,77
ARMADILLO/ANTONIO RO,0.011993769470404985,1.852400143549369e-05,8.551375974402813e-05,77
"FITZROY, TREVOR",0.011993769470404985,0.0005269211011293778,0.00024121303657362146,77
"BOUDREAUX, BELLA DON",0.011993769470404985,0.0003224032179294545,0.00024684566021825353,77
FAMINE/AUTUMN ROLFSO,0.011993769470404985,1.4376695620237792e-05,0.00018952761181285585,77
ARAKI [SHI'AR],0.011993769470404985,2.011281592578143e-05,0.00012714500160192338,77
"ERWIN, MORLEY",0.011993769470404985,4.923516679614011e-05,0.0001713276457139607,77
"JACKSON, ANDREW JOCK",0.011993769470404985,4.606437776932546e-05,0.00016183727475762994,77
"LELAND, HARRY",0.011993769470404985,0.0001745900929512318,0.00015350301661155085,77
"CREED, GRAYDON",0.011993769470404985,9.622908369113756e-05,0.00016063510469194837,77
"STEELE, BOBBY",0.011993769470404985,7.75940065676856e-05,0.00018287298532427464,77
MORDRED THE EVIL,0.011838006230529595,2.0036160526000847e-05,0.00014106218359908888,76
ROCK/SAMUEL JOHN ROC,0.011838006230529595,9.917254002993774e-05,0.00022006498646214264,76
TANA NILE,0.011838006230529595,8.588368692604382e-05,0.00020335985570401626,76
THRENODY,0.011838006230529595,5.517336764829787e-05,0.00012485920404032267,76
"HALE, JONAS",0.011838006230529595,5.9344127117547824e-05,0.00014018840734384027,76
MINERVA [KREE],0.011838006230529595,4.601453055317588e-05,0.00012946294212610898,76
"GREY, JEAN | MUTANT",0.011838006230529595,6.696970517806784e-05,0.00027781779382368287,76
STUNT-MASTER/GEORGE,0.011838006230529595,0.0002215036834732146,0.00015168843639903144,76
U-MAN/MERRANO,0.011838006230529595,6.800064882027263e-05,0.00016936386110221274,76
MIRACLE MAN,0.011838006230529595,8.375118148411434e-06,9.18400562730757e-05,76
"RICHARDS, REED | MUT",0.011838006230529595,4.213391218987444e-06,0.00029506829372571834,76
"URSULA, LADY",0.011838006230529595,3.380951574595577e-05,0.00019184522103454202,76
MALEKITH/MALCOLM KEI,0.011838006230529595,5.4975498515087766e-05,0.00015235666791964993,76
FOXBAT,0.011682242990654207,1.4583914235287216e-05,0.0001384335434330758,75
HAWKEYE DOPPELGANGER,0.011682242990654207,0.0,6.447676694027448e-05,75
RUBY,0.011682242990654207,2.3454116898493367e-05,0.00012631732020656865,75
GOLDDIGGER,0.011682242990654207,1.7789350475318792e-05,0.00014676926896220005,75
"MORLAK, MARIS",0.011682242990654207,5.2140316052689044e-05,0.00010691185971046674,75
SLYDE,0.011682242990654207,3.5017273156236895e-05,0.00010350597101230135,75
HIJACKER,0.011682242990654207,4.441517755083163e-05,8.306275753805706e-05,75
"ROSSI, COL. MICHAEL",0.011682242990654207,6.0974196735116095e-05,9.8835343554181e-05,75
"TRASK, DR. BOLIVAR",0.011682242990654207,3.582346889371835e-05,9.895210854808684e-05,75
SCORCHER/,0.011682242990654207,2.7403679632890356e-05,9.905000743537412e-05,75
CHONDU,0.011526479750778817,6.706164527013697e-05,0.00013115685589701863,74
"ROBERTSON, AMANDA",0.011526479750778817,1.704566605936092e-05,0.0002086775095236982,74
MANBOT/BERNIE LACHEN,0.011526479750778817,9.452263577784664e-05,0.00023371179870838865,74
ZALADANE,0.011526479750778817,8.836518908751478e-06,0.00013953756043445846,74
"ZEDRAO, GENERAL",0.011526479750778817,1.074389227374297e-05,8.836371133646282e-05,74
BRUTO THE STRONGMAN/,0.011526479750778817,4.0717580876135945e-05,0.0001220368246250025,74
ATLAS,0.011526479750778817,3.6618832181044304e-05,0.00012495371529442836,74
STORM DOPPELGANGER I,0.011526479750778817,2.638240420431814e-07,8.932974177989491e-05,74
COPPERHEAD III/DAVIS,0.011526479750778817,1.4867060205925952e-05,0.00013865157748839185,74
"SWANN, DR. EVAN",0.011526479750778817,3.017999240343508e-05,0.00012391692732322083,74
BLACKOUT/MARCUS DANI,0.011526479750778817,2.2795262410273874e-05,0.0001254832376822278,74
STALLIOR,0.011526479750778817,2.6245494799645318e-05,0.00015165416767537682,74
WHIPLASH II/,0.011526479750778817,3.587708403131994e-05,0.0001345260828804231,74
"MEACHUM, JOY",0.011526479750778817,0.00027721066481364447,0.0001989154502115648,74
"CHANG, IMEI",0.011370716510903427,0.00016714540845376186,0.00022491956628950432,73
"SONDHEIM, ERICA",0.011370716510903427,6.059983676660815e-05,0.00018064320239822367,73
QUASIMODO,0.011370716510903427,0.00010278813355914235,9.997186699942875e-05,73
RECORDER II,0.011370716510903427,7.065075540002318e-05,0.00018563009244215573,73
SURTUR,0.011370716510903427,2.8512818864412944e-05,0.00017973709156977416,73
NANNY II,0.011370716510903427,1.0447485408951727e-05,8.951074064552305e-05,73
SLITHER,0.011370716510903427,2.5002309008776953e-05,0.00015557962571014178,73
CARNAGE/CLETUS KASAD,0.011370716510903427,6.713105453863125e-05,0.0001927399504293565,73
ORPHAN-MAKER/PETER,0.011370716510903427,1.0447485408951727e-05,8.951074064552305e-05,73
MR. JUSTICE/TIMOTHY,0.011370716510903427,0.00023201939045172317,0.00022944187773040487,73
ULTIMUS,0.011370716510903427,3.1982400684024534e-05,0.00011465933035470351,73
SCARLET WITCH DOPPEL,0.011370716510903427,5.378761528702542e-07,7.786925986601632e-05,73
"RITTER, DEBORAH",0.011370716510903427,4.268452069200621e-05,0.00012363103553788006,73
MASTER KHAN/TYRONE K,0.011370716510903427,0.00014639968321346426,0.00017327348747078633,73
EXPEDITER II/ZOE CUL,0.011370716510903427,0.00020841701271970576,0.0001911023117422096,73
KRAVEN THE HUNTER II,0.011370716510903427,8.964181485539088e-05,0.0001479895206920009,73
EGGHEAD/PROF. ELIHAS,0.011370716510903427,6.198842515922437e-05,0.00014098372815842458,73
"WHYTE, HARMONY (HARM",0.011370716510903427,0.00023866185897820382,0.00018797744719040125,73
"PARETSKY, DR. GARY",0.011370716510903427,4.672097091417382e-05,0.00016559331994673787,73
"RITTER, DONALD",0.011370716510903427,4.268452069200621e-05,0.00012363103553788006,73
JEMIAH,0.011370716510903427,3.963491171037804e-05,9.051948111561372e-05,73
PARIS,0.011370716510903427,0.00014866365536352936,0.00020676446915688,73
SUGAR MAN,0.011370716510903427,1.852402708968682e-05,0.00010181859112365327,73
"FUJIKAWA, RUMIKO",0.011370716510903427,0.00020465497460896726,0.00019662427435771667,73
HERMES [GREEK GOD],0.011370716510903427,3.261959444130405e-05,0.00012978914035249815,73
MOTHER NIGHT/SUSAN S,0.011370716510903427,3.1757328801496515e-05,0.00019520692428499914,73
DREADKNIGHT/BRAM VEL,0.011214953271028038,2.7439453697631973e-05,7.85447840872649e-05,72
TUSK,0.011214953271028038,1.067977123595817e-05,0.0001523969407150578,72
GREMLIN/,0.011214953271028038,9.156363103783092e-05,0.0001305468881783644,72
MORGAN,0.011214953271028038,7.984433340220801e-05,0.00013328788532724804,72
"ZIMMER, ABE",0.011214953271028038,5.625960071363862e-05,0.00020607973872749418,72
BIG MAN/FREDERICK FO,0.011214953271028038,3.384820400104985e-05,0.00019725769439897235,72
SOLO/,0.011214953271028038,6.534505926774309e-05,0.00012629225875599253,72
"WILSON, JIM",0.011214953271028038,8.575855085039029e-05,0.00017555420383232425,72
4-D MAN/MERCURIO,0.011214953271028038,5.273569815229295e-05,9.718548890634184e-05,72
FALLEN | MUTANT X-VE,0.011214953271028038,9.067882406876695e-06,0.00037708819192475943,72
"TYGER, LORD",0.011214953271028038,2.8506035189973976e-05,0.00021947022981514972,72
CALEDONIA/ALISANDE S,0.011214953271028038,4.781264989832365e-05,0.00013667444268502756,72
"KAFKA, DR. ASHLEY",0.011214953271028038,1.759652676883562e-05,0.0002641074926934508,72
EITRI,0.011214953271028038,7.1636619791277164e-06,0.00013784191327972603,72
HOWARD THE DUCK,0.011214953271028038,0.000523967064216493,0.0002726628880145137,72
AIREO/AEOLUS [INHUMA,0.011214953271028038,7.076967388811119e-05,0.00018048677779940563,72
"HUXLEY, DR. ALDA",0.011214953271028038,2.1809612837086116e-05,0.00014517925416277064,72
JOYBOY,0.011059190031152648,4.45996746318514e-05,0.00015801701793207644,71
"NORRISS, JACK",0.011059190031152648,0.00012285740067168206,0.00022041834338179964,71
SWORDSMAN II/COTATI,0.011059190031152648,2.67553630124746e-05,0.00012476676779567554,71
PROJECTOR/,0.011059190031152648,1.653666821911146e-05,0.00010113687905102341,71
TAGAR,0.011059190031152648,0.00011753824948160666,0.00015245549205958157,71
"MORRELL, SABRINA",0.011059190031152648,1.9681894845084198e-05,9.911974830386681e-05,71
"SHERIDAN, RICHARD RI",0.011059190031152648,0.000785978636602564,0.0003137708142120031,71
BRIGHTSWORD/CARTER D,0.011059190031152648,0.00016336408016965056,0.00015617991884275643,71
MOONSTONE/LLOYD BLOC,0.011059190031152648,4.550595389459791e-05,0.00010499379141317123,71
BARON BLOOD/JOHN FAL,0.011059190031152648,4.332075415129446e-05,0.00011468636619230085,71
GENII/JASON KIMBALL,0.011059190031152648,0.00016336408016965056,0.00017021211660146426,71
HARVEST/CHI LO,0.011059190031152648,0.00016336408016965056,0.0001627726896291029,71
MOONHUNTER/ZACK MOON,0.011059190031152648,4.362346232156988e-05,0.0001616549329781108,71
CARDIAC/DR. ELI WIRT,0.011059190031152648,7.58192070820508e-05,0.00013019081726651073,71
NIGHTCRAWLER | MUTAN,0.011059190031152648,9.854979056853221e-06,0.0002384874446061412,71
BAMBI,0.011059190031152648,1.9395209407057812e-05,0.00015512601019787383,71
DAN-FARR,0.011059190031152648,0.0,6.67070862711547e-05,71
"STACY, PAUL",0.011059190031152648,3.568057298874505e-05,0.00021010736437670815,71
METEORITE,0.01090342679127726,2.412579965332324e-05,0.0001450218135407164,70
"CORD, EDWIN",0.01090342679127726,2.5914101799387553e-05,0.00011030477249012918,70
"RAYMOND, ANN",0.01090342679127726,1.7731205397857712e-05,0.00011455310878066399,70
"FLORES, JAMIE",0.01090342679127726,5.839848301397449e-05,0.00012683255381128623,70
"NEWELL, DIANE ARLISS",0.01090342679127726,7.872831666019562e-05,0.00016859858682219297,70
HERMOD [ASGARDIAN],0.01090342679127726,3.688498278673312e-05,0.00016448626420743193,70
"LOCKE, DR. CASSANDRA",0.01090342679127726,0.0003591298389468003,0.00021035863941649583,70
PARALYZER,0.01090342679127726,2.412579965332324e-05,0.0001450218135407164,70
HOTSHOT/LOUIS,0.01090342679127726,7.286478261520322e-05,0.00016138797729231457,70
"BLAZE, ROXANNE SIMPS",0.01090342679127726,0.0003264469523371206,0.00026488171761953727,70
"BOWEN, FATHER MICHAE",0.01090342679127726,6.544558415796284e-05,0.0001654472164131288,70
CHIEF EXAMINER,0.01074766355140187,6.61346012314349e-05,8.28591806721525e-05,69
MARVEL GIRL II/VALER,0.01074766355140187,4.332133924210351e-05,0.00014342436903448652,69
THERAK,0.01074766355140187,2.080286040417781e-05,0.0001020973275706859,69
WONDER MAN DOPPELGAN,0.01074766355140187,1.63999299069515e-06,7.181014029020295e-05,69
BERNARD THE POET,0.01074766355140187,1.8341252742018154e-05,8.483237021353617e-05,69
"JONES, HUGH",0.01074766355140187,6.866783120359021e-05,0.00013756458402878628,69
"BUSHKIN, BARNEY",0.01074766355140187,4.622554617019531e-05,0.00015056866831969224,69
TITANIUM MAN/BORIS B,0.01074766355140187,3.927054636667193e-05,0.0001427182974692492,69
OVERMIND/GROM,0.01074766355140187,2.594640465179765e-05,0.00017855751715948535,69
LLYRON,0.01074766355140187,2.8797441288067613e-05,0.00014161449822380786,69
"DA COSTA, EMMANUEL",0.01074766355140187,1.2484361920897937e-05,7.963678144344121e-05,69
"NALES, DET. REBECCA",0.01074766355140187,8.012079971894685e-05,0.0001787156289213902,69
"WEIN, LEN",0.01074766355140187,8.096069562074916e-05,9.275059147721117e-05,69
"ROGERS, GAYLE",0.01074766355140187,1.7514592927411334e-05,0.00014055962052548024,69
PENANCE III,0.01074766355140187,4.238438479408875e-05,0.00010185148838029557,69
ROGUE | MUTANT X-VER,0.01074766355140187,8.714995822674919e-06,0.0002193466966912,69
"ROTH, ARNIE",0.01074766355140187,4.717078899507054e-05,0.0001847295486003794,69
APE MAN/GORDON MONK,0.01074766355140187,3.852876468552404e-05,0.00012266434739377193,69
"ADAMS, NICOLE NIKKI",0.01074766355140187,7.976744417639693e-05,0.00020747649095512766,69
LOOTER/NORTON G. FES,0.01074766355140187,0.00010793199735842162,0.0001210721120289366,69
"FARREL, MIKE",0.01074766355140187,6.667430112043743e-05,0.0001270377025112237,69
"JACKSON, CURTISS",0.01074766355140187,2.8505113839197393e-05,0.00013626560343037942,69
"EDGERTON, GAYLE",0.01059190031152648,2.5672141402678718e-05,9.608430926017333e-05,68
"STAPLES, EDNA M. GRA",0.01059190031152648,4.048173215483627e-05,0.0001244946579602973,68
RINGTOSS,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
D'KEN [SHI'AR],0.01059190031152648,1.0026656006321456e-05,0.00011665162005688135,68
CORRUPTOR/JACKSON DA,0.01059190031152648,6.353980661385065e-05,8.955882198463381e-05,68
APOLLO [GREEK GOD],0.01059190031152648,2.26333052143376e-05,0.00010546296640096338,68
"MCCOY, EDNA ANDREWS",0.01059190031152648,3.6163725153618914e-05,9.377370165838336e-05,68
SCATTERBRAIN,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
THUG,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
RIPTIDE,0.01059190031152648,4.573264213107473e-06,9.287267725682457e-05,68
"PLUNDER, ADAM KYLE M",0.01059190031152648,0.00012954314401200239,0.00017101563501470242,68
WAXWORK,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
AJAX,0.01059190031152648,0.00011182311598680297,0.0001999807467975888,68
"SHINSKI, PROFESSOR W",0.01059190031152648,6.306360169659016e-05,0.00012384029245811768,68
DOMINA,0.01059190031152648,6.0358766199121585e-05,0.00012149866402842156,68
"WOO, JIMMY",0.01059190031152648,9.248843259656213e-05,0.0001872831790844306,68
ATHENA [GREEK GOD],0.01059190031152648,2.1810730335026826e-05,0.0001165609809764911,68
ZARAN/MAXIMILLIAN ZA,0.01059190031152648,0.00018758525308023644,0.0001815531321348712,68
GEMINI/JOSHUA LINK,0.01059190031152648,4.3712257527524944e-05,0.0001439616066688509,68
"ZOTA, CARLO",0.01059190031152648,3.991798389743836e-05,9.755238758396121e-05,68
MAN-SPIDER | MUTANT,0.01059190031152648,2.233854738015449e-06,0.00020846905705385193,68
"BUSH, GEORGE",0.01059190031152648,3.428144029292349e-05,6.773602073272671e-05,68
FERRO2,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
CHINA DOLL,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
BODYBAG,0.01059190031152648,2.7826385727905472e-05,0.0001658067746505007,68
"BEL-DANN, GEN.",0.010436137071651091,0.0008098495164406383,0.00012385870587434402,67
BRAIN DRAIN/WERNER S,0.010436137071651091,4.532956123878221e-05,0.0001008387745781882,67
"FISK, VANESSA",0.010436137071651091,2.2915796875620168e-05,0.0001648279628888528,67
"KANE, MARCY/KAINA",0.010436137071651091,2.0877536594229896e-05,0.00017105530188370074,67
IRON FIST H'YLTHRI I,0.010436137071651091,5.119262908501038e-06,7.754288763988596e-05,67
HECTOR II,0.010436137071651091,8.649625841564574e-05,0.000227618175666463,67
"RAHN, TAMARA",0.010436137071651091,5.911074640022023e-05,0.00014981544817158795,67
OWL/LELAND OWLSLEY,0.010436137071651091,8.265890919803795e-05,0.00014007813593047176,67
WEAPON X II/GARRISON,0.010436137071651091,2.8354200717568885e-05,0.0001653551336610409,67
GOLDEN ARCHER II/WYA,0.010436137071651091,0.00014442403816850575,0.00023975207271971887,67
"KALE, JENNIFER",0.010436137071651091,0.0002213393151632109,0.00014343274100628626,67
GAFF/SIDNEY E. LEVIN,0.010436137071651091,3.583690802299774e-05,0.00013084050678973557,67
FORTUNATO,0.010436137071651091,6.324420805805914e-05,0.0001542709246005159,67
"RIDER, CHARLES",0.010436137071651091,5.738031064169747e-05,0.0001641971137500642,67
DR. DOOM | MUTANT X-,0.010436137071651091,1.91953693676851e-06,0.0001906372256414058,67
SHATTERAX,0.010436137071651091,2.005493830483971e-05,0.00012343694090026942,67
AEGIS/TREY ROLLINS,0.010280373831775701,6.336155389529337e-05,0.00014744228115487118,66
FOOLKILLER II/GREG S,0.010280373831775701,0.000863307839778113,0.0001957479689905639,66
MALICE IV,0.010280373831775701,5.859156725563918e-06,0.00015292950076960224,66
ARIES II/GROVER RAYM,0.010280373831775701,1.6386885888735628e-05,0.0001274090107569234,66
TIMESLIP/RINA PATEL,0.010280373831775701,2.7928698066119755e-05,0.00019624043264339754,66
PSYNAPSE,0.010280373831775701,8.667828025644583e-06,0.0001307710530992522,66
SENYAKA,0.010280373831775701,1.320289506254357e-05,0.00010093817763345085,66
"SUPERIA/WENTWORTH, D",0.010280373831775701,1.1085453182406167e-05,0.00013162581114294287,66
"CARTER, JIMMY",0.010280373831775701,2.807684323456578e-05,7.264514201088133e-05,66
PUDDLEGULP,0.010280373831775701,7.160244962794735e-06,6.936161466843102e-05,66
"MALUS, DR. KARL",0.010280373831775701,2.638220238502199e-05,0.00010259498534479534,66
MERLIN,0.010280373831775701,8.32459607435184e-05,0.0001103772116944553,66
BI-BEAST II,0.010280373831775701,2.7289666239439064e-05,9.645542223200393e-05,66
STUNNER/ANGELINA BRA,0.010280373831775701,7.096995040529958e-05,0.0001688876712035148,66
"THOMAS, ROY",0.010280373831775701,0.00010341152683899146,9.403599248471818e-05,66
THUMBELLINA,0.010280373831775701,7.540359133534139e-06,7.971506969542983e-05,66
"COLLINS, DEMITRIUS",0.010280373831775701,5.925465930643354e-05,0.00016771206945225613,66
MADAME MENACE/SUNSET,0.010280373831775701,0.0001403814930886289,0.0001377156991019981,66
"TAYLOR, LEILA",0.010280373831775701,4.584786456742338e-05,0.0002065409786825687,66
"SATURNYNE, OPAL LUNA",0.010280373831775701,2.771783743429694e-05,0.00013189307707281184,66
RAX,0.010280373831775701,5.896519922011367e-05,0.00011179255131729905,66
YELLOWJACKET II | MU,0.010124610591900313,2.0566481024622082e-06,0.0001769571389277247,65
WOODGOD,0.010124610591900313,0.001616632676101436,0.00015444448393896892,65
"CLARK, SARAH",0.010124610591900313,0.0001362837068926794,0.00019985774194195244,65
HRIMHARI,0.010124610591900313,5.723211118030057e-06,0.00011536383632561565,65
BUSHWACKER/CARL,0.010124610591900313,0.00011619181518345244,0.00014954828852276023,65
SILVER SURFER IMPOST,0.010124610591900313,2.795539030024856e-06,7.473763529379905e-05,65
DR. STRANGE | MUTANT,0.010124610591900313,2.0566481024622082e-06,0.0001769571389277247,65
WOLVERINE | MUTANT X,0.010124610591900313,4.698310355033578e-06,0.00021500236356020044,65
"NELSON, DEBBIE HARRI",0.010124610591900313,0.00011786194576775135,0.00024147704627416156,65
"WETHERELL, MANOLI",0.010124610591900313,2.3167794048940993e-05,8.457267883464769e-05,65
YETI,0.010124610591900313,8.964698901979961e-05,0.0001389628762405528,65
MARVEL WOMAN | MUTAN,0.010124610591900313,6.484779600970951e-06,0.00033100223842599114,65
AXE/,0.010124610591900313,1.4334371189135042e-05,6.725226331814746e-05,65
"CLARK, JOHN",0.010124610591900313,0.0001362837068926794,0.0002085334995732699,65
STINGRAY | MUTANT X-,0.010124610591900313,2.0566481024622082e-06,0.0001769571389277247,65
"TORK, SGT.",0.010124610591900313,4.70210681912912e-05,0.00013488781963538293,65
AURIC/,0.010124610591900313,2.1298474134501116e-05,0.00014256287243354893,65
PRETTY BOY,0.010124610591900313,8.467725535700855e-06,0.0001336795923758422,65
"MACINTOSH, ANN",0.010124610591900313,4.264803717764565e-05,9.520042594027738e-05,65
BLIZZARD II/DONALD G,0.010124610591900313,1.3778857355426541e-05,0.00013237589248481162,65
JAILBAIT/JESS,0.010124610591900313,6.117295250823884e-05,0.00014248444930335417,65
MADAME MASQUE III,0.010124610591900313,1.1256123903302473e-05,0.00017823481190552958,65
SUNSTROKE/,0.009968847352024923,3.42601510299638e-06,9.147997602659704e-05,64
SUPERCHARGER/,0.009968847352024923,3.42601510299638e-06,9.147997602659704e-05,64
ICEMASTER/,0.009968847352024923,3.42601510299638e-06,9.147997602659704e-05,64
HAFNIUM,0.009968847352024923,1.879214638017831e-05,0.00010062013894987713,64
"VERMIN, LADY",0.009968847352024923,1.8152108429801492e-05,0.00019371503048832344,64
IRON,0.009968847352024923,1.879214638017831e-05,0.00010062013894987713,64
"VAZHIN, ALEXEI MIKHA",0.009968847352024923,3.133745636428896e-05,0.00011904309669200367,64
"RIDER, ROBERT ROBBIE",0.009968847352024923,4.266827974285543e-05,0.0001640558572873684,64
HARGEN,0.009968847352024923,2.1805788570521926e-05,8.7041046320844e-05,64
"CICERO, CAESAR BIG C",0.009968847352024923,7.719351125956324e-05,0.00012952681704265595,64
OXBOW/,0.009968847352024923,0.00020508022684101037,0.00019291000800898136,64
YAP,0.009968847352024923,1.3139061232025642e-05,0.00011685463098378026,64
PIECEMEAL/GILBERT BE,0.009968847352024923,2.9124874742495987e-06,0.0001023011243835729,64
"DAMIAN, MARGO",0.009968847352024923,1.2931397845997637e-05,0.00023606836405957256,64
DORREK [SKRULL],0.009968847352024923,8.479431085009294e-05,0.0001289047389205874,64
MASTER MOLD,0.009968847352024923,1.798270753103268e-05,7.806973407947578e-05,64
NUMBERS,0.009968847352024923,2.242299415731146e-05,0.0001329492994135531,64
RANDI,0.009968847352024923,9.886809156629937e-06,0.0001526062500778932,64
GATECRASHER,0.009968847352024923,1.3139061232025642e-05,0.00011685463098378026,64
HARNESS/ERIKA BENSON,0.009968847352024923,2.9124874742495987e-06,0.0001023011243835729,64
CANDY,0.009968847352024923,9.886809156629937e-06,0.0001526062500778932,64
HELIX/RAFAEL CARAGO,0.009968847352024923,6.50753501779026e-05,0.00016200766276594462,64
PRIMUS,0.009968847352024923,6.343165715907151e-05,0.00010544756767579242,64
RUNNER,0.009968847352024923,1.6023727185894226e-05,0.00011189323260454672,64
SPIDER-MAN III/MARTH,0.009968847352024923,0.0008414598742872949,0.00029142202261027227,64
OVERRIDE/DR. GREGORY,0.009813084112149532,4.303503115999148e-05,0.00014354632665162907,63
"KOENIG, ERIC",0.009813084112149532,5.261708079894311e-05,0.00011594036462107089,63
CHAMPION/TRYCO SLATT,0.009813084112149532,2.4149309530371815e-05,0.0001170514674598867,63
"TREVANE, DET. CONNOR",0.009813084112149532,7.772204969015098e-06,0.00016328558613184862,63
TOPAZ,0.009813084112149532,0.00017586915016642662,0.0003003197075078136,63
"ANDERSSEN, TANYA",0.009813084112149532,1.3278555371623275e-05,8.758579677695935e-05,63
SPACE PHANTOM,0.009813084112149532,5.196095110751853e-05,0.00010617499648913371,63
OSIRIS,0.009813084112149532,5.187616214536893e-05,7.286056601712407e-05,63
SHARD,0.009813084112149532,0.00039579520631921703,0.0002815362563225658,63
ROGUE DOPPELGANGER,0.009813084112149532,3.051112925092044e-07,7.37765107416315e-05,63
KHORYPHOS [ETERNAL],0.009813084112149532,3.917935121013362e-05,0.00015083303674186423,63
YUKIO,0.009657320872274144,0.00011379831041057925,0.00017898135658300004,62
BEETLE II/LEILA DAVI,0.009657320872274144,4.280949647192302e-05,0.00016334735445632247,62
